tipo_inmueble,finalidad,estado_inmueble,Ciudad,ubicacion_asociada,area m²,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error,latitud,longitud
Casa,venta,Usado,Tunja,,166,4,4,1800000000,6,30,,", Closet, , Instalación de gas, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, , Zona de BBQ, , Zona Residencial, Descripción, Una casa campestre en el barrio La Villita, con un lote de 1693 metros cuadrados y una construcción de 166 metros cuadrados. Dispone de 4 amplias habitaciones, 4 baños, sala y comedor, una magnífica cocina integral y un patio de ropas cubierto. Además, cuenta con zona de BBQ, dos terrazas grandes, huerto de frutas y dos cabañas de 4x4 metros. Ubicada cerca del Centro Comercial Viva Tunja, ofrece comodidad y tranquilidad en un entorno natural., Código Fincaraíz:, 191273105, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Una casa campestre en el barrio La Villita, con un lote de 1693 metros cuadrados y una construcción de 166 metros cuadrados. Dispone de 4 amplias habitaciones, 4 baños, sala y comedor, una magnífica cocina integral y un patio de ropas cubierto. Además, cuenta con zona de BBQ, dos terrazas grandes, huerto de frutas y dos cabañas de 4x4 metros. Ubicada cerca del Centro Comercial Viva Tunja, ofrece comodidad y tranquilidad en un entorno natural.",,191273105,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273105,,,,
Casa,venta,Usado,Tunja,,490,5,5,1900000000,6,30,,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Bósque nativo, , Canchas Deportivas, , Cerca de Zona Urbana, , Garaje(s), , Instalación de gas, , Jardín, , Patio, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales","Código: 89890FR52 Excelente oportunidad de adquirir casa campestre en la ciudad de Tunja, cerca de la Universidad Santo Tomas, clínicas, colegios y centros comerciales, cuenta con buen transporte público, zona de alta valorización la cual consta de cinco habitaciones con closet, la principal con baño privado y vestier, cuatro baños sociales, sala- comedor, zona de estudio, sala de estar con chimenea, cocina equipada, amplia zona de lavandería, parqueadero para cinco vehículos, amplias zonas verdes con magníficos jardines.",,192263261,Casa 360,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-tunja/192263261,,,,
Lote,venta,Usado,Tunja,Santa Inés,2147,0,0,5300000000,5,0,,", Cerca a sector comercial, , Esquinero, , Sobre vía principal, , Área Urbana, Descripción, EXCELENTE OPORTUNIDAD PARA CONSTRUCCIÓN EN LA ESQUINA DE UNICENTRO,  ubicado en la zona de mas alta valorización de Tunja,  con uso de suelo mixto,  comercial,  vivienda multifamiliar...., Código Fincaraíz:, 5155143, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","EXCELENTE OPORTUNIDAD PARA CONSTRUCCIÓN EN LA ESQUINA DE UNICENTRO,  ubicado en la zona de mas alta valorización de Tunja,  con uso de suelo mixto,  comercial,  vivienda multifamiliar....",,5155143,Inmobiliaria Fenix,https://www.fincaraiz.com.co/lote-en-venta/5155143,,,5.5493892,-73.3510038
Apartamento,venta,Usado,Tunja,,68,3,2,170000000,3,15,3 Habs.,", Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Instalación de gas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Trans. Público cercano, , Vigilancia, , Zona Comercial, Descripción, EN VENTA APARTAMENTO UBICADO EN ZONA COMERCIAL Y ESTUDIANTIL DE LA CIUDAD.  Cerca al Universidad de Boyacá- Sector Capitolio   Área: 68 m2+  Parqueadero    3 Habitaciones  Alcoba ppal con baño  Cocina integral  Sala y comedor., Código Fincaraíz:, 7697852, Consultar, INMOBILIARIA Y CONSTRUCTORA 2 MIL, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",EN VENTA APARTAMENTO UBICADO EN ZONA COMERCIAL Y ESTUDIANTIL DE LA CIUDAD.  Cerca al Universidad de Boyacá- Sector Capitolio   Área: 68 m2+  Parqueadero    3 Habitaciones  Alcoba ppal con baño  Cocina integral  Sala y comedor.,,7697852,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/7697852,,,,
Lote,venta,Usado,Tunja,Las Quintas,650,11,10,6200000000,5,15,,,"Atos Inmobiliaria presenta en venta un completo centro médico ubicado en el barrio Las Quintas, al lado de la Clínica Cancerológica. Este destacado espacio cuenta con 11 consultorios, cada uno con su baño privado, proporcionando comodidad y privacidad para profesionales de la salud. Además, ofrece 13 parqueaderos, sala de recepción, auditorio con capacidad para 50 personas, central de mando y servicios, depósito, cuarto de residuos sólidos y biológicos, cuarto de cilindros de oxígeno, local comercial, cuatro baños externos y dos cuartos de aseo. Con un área de lote de 1146 m2 y una construcción aproximada de 650 m2, este centro médico se presenta como una excelente inversión. Contáctanos para obtener más información y coordinar una visita. Estamos aquí para ayudarte en tus necesidades inmobiliarias. ¡No pierdas esta oportunidad!",,191273237,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/edificio-en-venta/191273237,,,5.5532120,-73.3491782
Casa,venta,Usado,Tunja,Santa Inés,160,3,3,450000000,5,15,,", Baño Auxiliar, , Calentador, , Chimenea, , Citófono, , Cocina Integral, , Colegios / Universidades, , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Patio, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales","Vendo espectacular casa en Santa Inés,  cerca al centro comercial Unicentro de Tunja. consta: sala con chimenea,  comedor,  cocina integral ,  zona de ropas,  cuarto y baño de servicio,  patio cubierto,  estar con marquesina,  estudio,  tres alcobas con closet,  tres baños y garaje..",,7707634,Inmobiliaria Eskala,https://www.fincaraiz.com.co/casa-en-venta/7707634,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,,6,0,0,69000000,4,8,6,,"Se vende isla comercial en el Centro Comercial Casa Vieja, ubicada al norte de la ciudad. Esta isla tiene una ubicación estratégica debido a su cercanía con colegios, la Clínica Medilaser y la Universidad de Boyacá, lo que la convierte en un lugar ideal para establecer un negocio.",,191273481,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273481,,,,
Finca,venta,Usado,Tunja,Jorge Eliécer Gaitán,89,0,1,228000000,4,15,,", Cerca centro comercial, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, , Zona Residencial, Descripción, Local en venta cerca del hospital San Rafael, consta de un baño y un espacio para cocina, así mismo cuenta con un parqueadero., Código Fincaraíz:, 191273881, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Local en venta cerca del hospital San Rafael, consta de un baño y un espacio para cocina, así mismo cuenta con un parqueadero.",,191273881,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273881,,,,
Casa,venta,Usado,Tunja,,25,0,1,200000000,4,8,1,,"Atos Inmobiliaria tiene una excelente oportunidad de inversión para ti. Se trata de un consultorio en venta ubicado en el centro comercial Casa Vieja, una zona muy conveniente al norte de la ciudad y a pocos pasos de la Clínica Medilaser. Este consultorio cuenta con un área de 25.86 metros cuadrados y está equipado con un baño para la comodidad de tus pacientes.",,191273690,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/consultorio-en-venta/191273690,,,,
Casa,venta,Usado,Tunja,,132,3,3,535000000,5,1,,,"Atos Inmobiliaria se enorgullece en presentarte una hermosa casa para estrenar en el encantador conjunto cerrado sector Unicentro. Esta propiedad de 132 m² combina comodidad, elegancia y lujo, convirtiéndola en el hogar excepcional que buscas.",,191273725,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273725,,,,
Apartamento,venta,Usado,Tunja,,74,3,2,278000000,4,15,3 Habs.,", Calentador, , Canchas Deportivas, , Closet, , Cocina Integral, , Cocina tipo Americano, , Gimnasio, , Piscina, , Salón Comunal, , Trans. Público cercano, , Zona Infantil, Descripción, Descubre este hermoso apartamento en conjunto cerrado al norte de la ciudad. Cuenta con sala comedor y balcón, cocina integral con zona de ropas, 3 habitaciones con closet, 2 baños y parqueadero. El edificio ofrece ascensor, portería, vigilancia, parque infantil, gimnasio, salón social, piscina y zona de deportes. ¡Vive cómodamente en este entorno seguro y lleno de comodidades! Contáctanos para más información., Código Fincaraíz:, 191273695, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Descubre este hermoso apartamento en conjunto cerrado al norte de la ciudad. Cuenta con sala comedor y balcón, cocina integral con zona de ropas, 3 habitaciones con closet, 2 baños y parqueadero. El edificio ofrece ascensor, portería, vigilancia, parque infantil, gimnasio, salón social, piscina y zona de deportes. ¡Vive cómodamente en este entorno seguro y lleno de comodidades! Contáctanos para más información.",,191273695,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273695,,,,
Apartamento,venta,Usado,Tunja,,50,2,2,160000000,2,8,2 Habs.,", Calentador, , Closet, , Cocina Integral, , Trans. Público cercano, , Zona Infantil, , Área Urbana, Descripción, Descubre la elegancia y comodidad en este apartamento de 2 habitaciones y 2 baños, con un área de 50.46 metros cuadrados. Ubicado en una zona privilegiada, este inmueble ofrece un ambiente acogedor y funcional para tu día a día. Con espacios bien distribuidos y una atmósfera de tranquilidad, cada rincón de este hogar invita al descanso y la armonía. Disfruta de la vida en este lugar único que te brinda la oportunidad de vivir experiencias inolvidables. Contáctanos para más información: ATOS INMOBILIARIA SAS - Número 3145945931., Código Fincaraíz:, 191873608, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Descubre la elegancia y comodidad en este apartamento de 2 habitaciones y 2 baños, con un área de 50.46 metros cuadrados. Ubicado en una zona privilegiada, este inmueble ofrece un ambiente acogedor y funcional para tu día a día. Con espacios bien distribuidos y una atmósfera de tranquilidad, cada rincón de este hogar invita al descanso y la armonía. Disfruta de la vida en este lugar único que te brinda la oportunidad de vivir experiencias inolvidables. Contáctanos para más información: ATOS INMOBILIARIA SAS - Número 3145945931.",3145945931,191873608,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191873608,,,,
Apartamento,venta,Usado,Tunja,,55,3,2,235000000,3,8,3 Habs.,", Ascensor, , Calentador, , Canchas Deportivas, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Parqueadero Visitantes, , Salón Comunal, , Trans. Público cercano, , Vigilancia, , Vista panorámica, , Vivienda Multifamiliar","Busca confort, seguridad y una ubicación estratégica. ¡No pierdas la oportunidad de vivir en este hermoso apartamento!, en el Conjunto de Vivienda Avium.",,191890152,ENTORNO URBANO,https://www.fincaraiz.com.co/apartamento-en-venta/191890152,,,,
Finca,venta,Usado,Tunja,Santa Inés,54,1,0,380000000,5,8,,", Ascensor, , Cableado de Red, , Cerca centro comercial, , Circuito cerrado de TV, , Garaje Cubierto, , Parqueadero Visitantes, , Piso en Madera, , Portería / Recepción, , Servicios Públicos, , Trans. Público cercano, , Ubicada en edificio, Descripción, Excelente oficina ubicada en un segundo piso, con un área de 54m2 y 18 m2 de terraza de uso exclusivo, garaje y deposito.","Excelente oficina ubicada en un segundo piso, con un área de 54m2 y 18 m2 de terraza de uso exclusivo, garaje y deposito.",,10191725,Inmobiliaria Fenix,https://www.fincaraiz.com.co/oficina-en-venta/10191725,,,5.5493892,-73.3510038
Apartamento,venta,Usado,Tunja,,48,2,1,168000000,2,8,2 Habs.,", Ascensor, , Cerca centro comercial, , Closet, , Instalación de gas, , Piso de alta resistencia, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Área Urbana, Descripción, Atos Inmobiliaria vende un apartamento en el oriente de Tunja, ubicado cerca de la UNAD, en el Edificio Terranova Coral. Este acogedor apartamento con vista exterior al norte ofrece una distribución funcional con sala comedor, cocina, zona de ropas, baño, y dos habitaciones con closet. Es ideal para quienes buscan un espacio cómodo y bien ubicado en la ciudad.","Atos Inmobiliaria vende un apartamento en el oriente de Tunja, ubicado cerca de la UNAD, en el Edificio Terranova Coral. Este acogedor apartamento con vista exterior al norte ofrece una distribución funcional con sala comedor, cocina, zona de ropas, baño, y dos habitaciones con closet. Es ideal para quienes buscan un espacio cómodo y bien ubicado en la ciudad.",,191272736,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191272736,,,,
Lote,venta,Usado,Tunja,,10,0,1,2900000000,3,8,,", Acceso para camiones, , Acceso Pavimentado, , Cerca de Zona Urbana, , Circuito cerrado de TV, , Cómodas vias de acceso, , Esquinero, , Senderos ecológicos, , Servicios Públicos, , Trans. Público cercano, , Vista panorámica, , Zona Industrial, , Zona Residencial","Ofrecemos magnifico predio ubicado en Tunja en el barrio la Calleja, esquinero con multiples usos; vivienda, comercial e industrial, vías de acceso carrera catorce y la diagonal treinta y ocho, por su magnífica ubicación cumple con los estándares de las empresas de hoy, Consúltenos y aproveche esta gran oportunidad.",,6728307,Newmark Colombia,https://www.fincaraiz.com.co/lote-en-venta/6728307,,,,
Finca,venta,Usado,Tunja,San José,440,0,0,2200000000,4,8,,,"Atos Inmobiliaria tiene disponible un edificio en venta, el cual es apto para uso comercial o institucional. Este edificio fue construido hace 6 años, cuenta con una superficie de 440 m² y tiene tres pisos. Además, está ubicado en una excelente zona cercana a Las Nieves, lo que lo hace una gran oportunidad para aquellos interesados en adquirir una propiedad estratégicamente ubicada.",,191274047,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/edificio-en-venta/191274047,,,,
Apartamento,venta,Usado,Tunja,Villa Olímpica,76,3,2,245000000,4,15,3 Habs.,,"Descubre este hermoso apartamento en el piso 24, disponible para venta. Con una distribución acogedora, esta propiedad te ofrece una sala comedor con balcón, una cocina integral y una zona de ropas. Además, cuenta con un estudio, tres alcobas y dos baños, uno de ellos equipado con jacuzzi y vestier. Ubicado en el edificio In Altezza, este apartamento te brinda acceso a una variedad de beneficios y comodidades. Disfruta de las zonas infantiles, canchas deportivas y mucho más, todo dentro del conjunto. No pierdas la oportunidad de vivir en este increíble apartamento. Te ofrece un ambiente confortable y espacios diseñados para tu comodidad. Contáctanos para obtener más información sobre esta propiedad en el edificio In Altezza. ¡No esperes más para encontrar tu nuevo hogar!",,191273226,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273226,,,5.5412051,-73.3519859
Casa,venta,Usado,Tunja,Las Quintas,147,4,4,590000000,4,8,,,"Atos Inmobiliaria presenta una casa en venta única en el prestigioso Barrio Las Quintas. Esta moderna propiedad, construida hace solo un año, abarca 147.23 m2 y está diseñada para ofrecer comodidad y estilo de vida de alta calidad.",,191273779,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273779,,,5.5532120,-73.3491782
Finca,venta,Usado,Tunja,Santa Inés,101,0,0,1500000000,5,30,,,"En ATOS Inmobiliaria, te presentamos una increíble oportunidad de inversión en forma de local comercial, disponible tanto para venta. Este local de 101 m2 se encuentra estratégicamente ubicado en el reconocido Centro Comercial Unicentro, garantizando una ubicación de primer nivel.",,191273775,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273775,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,,120,4,3,540000000,4,8,4 Habs.,", Acceso Pavimentado, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Calentador, , Garaje(s), , Gimnasio, , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Parques cercanos","Código: 899FR1813 Excelente oportunidad de adquirir casa en conjunto cerrado, en uno de los sectores más cotizados de la ciudad de Tunja, con fácil acceso de transporte público; a pocas cuadras del Colegio de los Ángeles, Clínica Medilaser, Universidad de Boyacá y Green Hills, consta de cuatro alcobas con closet, la habitación principal con baño privado, dos baños sociales, cocina integral con lavavajillas, sala-comedor, zona de estudio, zona de lavandería, balcón y parqueadero, el conjunto cuenta con parque para niños, salón social, parqueadero para visitantes y vigilancia presencial las veinticuatro horas del día.",,192265702,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192265702,,,,
